255,153,153
255,0,0
102,0,0
255,204,153
255,128,0
102,51,0
255,255,153
255,255,0
102,102,0
204,255,153
128,255,0
51,102,0
153,204,255
0,128,255
0,51,102
204,153,255
127,0,255
51,0,102
96,96,96
0,0,0
255,255,255
